TIME,LAT,LONG,VAL
73.9,36.07396315,-79.77536995,149
74,36.07396588,-79.77536964,149
74.1,36.0739686,-79.77536932,149
74.2,36.07397132,-79.775369,149
74.3,36.07397403,-79.77536866,149
74.4,36.07397675,-79.7753683,149
74.5,36.07397948,-79.77536793,149
74.6,36.07398221,-79.77536754,149
74.7,36.07398497,-79.77536714,149
74.8,36.07398773,-79.77536673,149
74.9,36.0739905,-79.77536633,149
75,36.07399329,-79.77536592,149
75.1,36.07399608,-79.77536551,149
75.2,36.07399888,-79.7753651,149
75.3,36.0740017,-79.77536471,149
75.4,36.07400451,-79.77536433,149
75.5,36.07400734,-79.77536395,149
75.6,36.07401016,-79.7753636,149
75.7,36.07401297,-79.77536325,149
75.8,36.07401578,-79.77536289,149
75.9,36.07401858,-79.77536253,149
76,36.07402136,-79.77536216,149
76.1,36.07402412,-79.77536178,149
76.2,36.07402687,-79.7753614,149
76.3,36.07402958,-79.77536103,149
76.4,36.07403228,-79.77536067,149
76.5,36.07403495,-79.77536033,149
76.6,36.0740376,-79.77536002,149
76.7,36.07404025,-79.77535971,149
76.8,36.07404291,-79.77535941,149
76.9,36.07404556,-79.7753591,149
77,36.07404823,-79.77535878,149
77.1,36.0740509,-79.77535845,149
77.2,36.07405356,-79.77535811,149
77.3,36.07405622,-79.77535777,149
77.4,36.07405887,-79.77535743,149
77.5,36.0740615,-79.77535711,149
77.6,36.07406412,-79.77535681,149
77.7,36.07406672,-79.77535652,149
77.8,36.07406931,-79.77535624,149
77.9,36.0740719,-79.77535596,149
78,36.07407449,-79.77535567,149
78.1,36.07407709,-79.77535535,149
78.2,36.0740797,-79.77535502,149
78.3,36.07408233,-79.77535466,149
78.4,36.07408496,-79.77535429,149
78.5,36.07408759,-79.77535389,149
78.6,36.07409021,-79.77535348,149
78.7,36.07409282,-79.77535305,149
78.8,36.07409543,-79.77535262,149
78.9,36.07409802,-79.77535217,149
79,36.07410061,-79.77535172,149
79.1,36.07410318,-79.77535127,149
79.2,36.07410576,-79.77535082,149
79.3,36.07410833,-79.77535039,149
79.4,36.0741109,-79.77534996,149
79.5,36.07411347,-79.77534954,149
79.6,36.07411604,-79.77534911,149
79.7,36.07411862,-79.77534865,149
79.8,36.07412118,-79.77534816,149
79.9,36.07412374,-79.77534763,149
80,36.07412632,-79.77534704,149
80.1,36.0741289,-79.77534638,149
80.2,36.07413147,-79.77534567,149
80.3,36.07413404,-79.7753449,149
80.4,36.07413661,-79.77534408,149
80.5,36.07413918,-79.77534322,149
80.6,36.07414174,-79.77534234,149
80.7,36.0741443,-79.77534145,149
80.8,36.07414686,-79.77534058,149
80.9,36.07414942,-79.77533973,149
81,36.07415198,-79.77533893,149
81.1,36.07415454,-79.7753382,149
81.2,36.07415711,-79.77533752,149
81.3,36.07415968,-79.77533689,149
81.4,36.07416226,-79.7753363,149
81.5,36.07416483,-79.77533574,149
81.6,36.07416741,-79.77533519,149
81.7,36.07417,-79.77533465,149
81.8,36.07417259,-79.77533409,149
81.9,36.07417518,-79.77533354,149
82,36.07417778,-79.77533299,149
82.1,36.07418038,-79.77533246,149
82.2,36.07418299,-79.77533196,149
82.3,36.0741856,-79.7753315,149
82.4,36.07418822,-79.77533109,149
82.5,36.07419084,-79.77533073,149
82.6,36.07419345,-79.7753304,149
82.7,36.07419607,-79.77533007,149
82.8,36.07419869,-79.77532972,149
82.9,36.07420132,-79.77532931,149
83,36.07420396,-79.77532883,149
83.1,36.07420661,-79.77532824,149
83.2,36.07420928,-79.77532756,149
83.3,36.07421197,-79.77532681,149
83.4,36.07421468,-79.775326,149
83.5,36.0742174,-79.77532518,149
83.6,36.07422013,-79.77532439,149
83.7,36.07422287,-79.77532365,149
83.8,36.07422562,-79.77532297,149
83.9,36.07422836,-79.77532236,149
84,36.07423109,-79.77532183,149
84.1,36.07423383,-79.77532136,149
84.2,36.07423656,-79.77532091,149
84.3,36.07423929,-79.77532047,149
84.4,36.07424204,-79.77532002,149
84.5,36.07424479,-79.77531957,149
84.6,36.07424754,-79.77531911,149
84.7,36.0742503,-79.77531866,149
84.8,36.07425307,-79.77531821,149
84.9,36.07425583,-79.77531778,149
85,36.07425859,-79.77531736,149
85.1,36.07426136,-79.77531695,149
85.2,36.07426412,-79.77531656,149
85.3,36.07426687,-79.77531619,149
85.4,36.07426962,-79.77531583,149
85.5,36.07427236,-79.77531548,149
85.6,36.0742751,-79.77531512,149
85.7,36.07427783,-79.77531471,149
85.8,36.07428056,-79.77531427,149
85.9,36.07428328,-79.77531379,149
86,36.074286,-79.7753133,149
86.1,36.07428872,-79.77531282,149
86.2,36.07429142,-79.77531237,149
86.3,36.07429412,-79.77531198,149
86.4,36.07429681,-79.77531164,149
86.5,36.0742995,-79.77531136,149
86.6,36.0743022,-79.77531114,149
86.7,36.0743049,-79.77531095,149
86.8,36.07430762,-79.77531079,149
86.9,36.07431034,-79.77531066,149
87,36.07431308,-79.77531054,149
87.1,36.07431582,-79.77531044,149
87.2,36.07431855,-79.77531036,149
87.3,36.07432129,-79.7753103,149
87.4,36.07432401,-79.77531026,149
87.5,36.07432674,-79.77531025,149
87.6,36.07432946,-79.77531028,149
87.7,36.07433218,-79.77531034,149
87.8,36.07433491,-79.77531041,149
87.9,36.07433765,-79.7753105,149
88,36.07434039,-79.77531059,149
88.1,36.07434313,-79.77531066,149
88.2,36.07434587,-79.77531073,149
88.3,36.0743486,-79.77531077,149
88.4,36.07435134,-79.77531081,149
88.5,36.07435407,-79.77531083,149
88.6,36.0743568,-79.77531083,149
88.7,36.07435953,-79.77531083,149
88.8,36.07436225,-79.7753108,149
88.9,36.07436497,-79.77531076,149
89,36.07436767,-79.77531067,149
89.1,36.07437035,-79.77531053,149
89.2,36.07437301,-79.77531032,149
89.3,36.07437564,-79.77531005,149
89.4,36.07437824,-79.7753097,149
89.5,36.0743808,-79.77530924,149
89.6,36.07438331,-79.77530867,149
89.7,36.07438577,-79.775308,149
89.8,36.0743882,-79.77530722,149
89.9,36.07439059,-79.77530636,149
90,36.07439294,-79.77530539,149
90.1,36.07439527,-79.77530433,149
90.2,36.07439758,-79.7753032,149
90.3,36.07439989,-79.77530201,149
90.4,36.07440219,-79.77530075,149
90.5,36.07440448,-79.77529942,149
90.6,36.07440676,-79.775298,149
90.7,36.07440902,-79.77529649,149
90.8,36.07441124,-79.77529489,149
90.9,36.07441342,-79.7752932,149
91,36.07441554,-79.77529142,149
91.1,36.0744176,-79.77528954,149
91.2,36.07441959,-79.7752876,149
91.3,36.07442154,-79.77528561,149
91.4,36.07442346,-79.77528356,149
91.5,36.07442535,-79.77528147,149
91.6,36.07442722,-79.77527932,149
91.7,36.07442907,-79.77527714,149
91.8,36.07443088,-79.77527491,149
91.9,36.07443263,-79.77527266,149
92,36.07443428,-79.77527038,149
92.1,36.07443579,-79.77526812,149
92.2,36.07443719,-79.77526588,149
92.3,36.07443848,-79.77526369,149
92.4,36.07443967,-79.77526156,149
92.5,36.07444078,-79.77525954,149
92.6,36.07444183,-79.77525764,149
92.7,36.07444285,-79.77525583,149
92.8,36.07444385,-79.77525409,149
92.9,36.07444482,-79.77525238,149
93,36.07444574,-79.77525063,149
93.1,36.0744466,-79.77524877,149
93.2,36.07444738,-79.77524674,149
93.3,36.0744481,-79.77524453,149
93.4,36.07444873,-79.77524213,149
93.5,36.0744493,-79.77523952,149
93.6,36.07444979,-79.77523676,149
93.7,36.07445026,-79.77523393,149
93.8,36.07445069,-79.77523108,149
93.9,36.0744511,-79.77522827,149
94,36.07445151,-79.77522554,149
94.1,36.07445188,-79.77522293,149
94.2,36.07445223,-79.77522044,149
94.3,36.07445252,-79.77521805,149
94.4,36.07445272,-79.77521572,149
94.5,36.07445283,-79.77521341,149
94.6,36.07445282,-79.77521114,149
94.7,36.07445269,-79.77520885,149
94.8,36.0744525,-79.77520652,149
94.9,36.07445229,-79.77520419,149
95,36.07445192,-79.77520175,149
95.1,36.07445154,-79.7751993,149
95.2,36.0744511,-79.77519677,149
95.3,36.0744506,-79.77519412,149
95.4,36.0744501,-79.77519134,149
95.5,36.07444956,-79.77518845,149
95.6,36.07444906,-79.77518539,149
95.7,36.07444862,-79.7751823,149
95.8,36.07444822,-79.77517922,149
95.9,36.07444786,-79.77517618,149
96,36.07444752,-79.77517327,149
96.1,36.07444717,-79.77517051,149
96.2,36.07444681,-79.77516786,149
96.3,36.07444641,-79.77516531,149
96.4,36.07444598,-79.77516283,149
96.5,36.07444551,-79.77516043,149
96.6,36.07444499,-79.77515806,149
96.7,36.07444443,-79.77515571,149
96.8,36.07444384,-79.77515334,149
96.9,36.07444321,-79.77515095,149
97,36.07444255,-79.77514847,149
97.1,36.07444188,-79.77514586,149
97.2,36.07444122,-79.7751431,149
97.3,36.07444057,-79.77514017,149
97.4,36.07443995,-79.77513709,149
97.5,36.07443936,-79.77513385,149
97.6,36.07443881,-79.77513051,149
97.7,36.07443828,-79.77512711,149
97.8,36.07443777,-79.77512367,149
97.9,36.07443727,-79.7751202,149
98,36.07443679,-79.77511668,149
98.1,36.07443631,-79.77511311,149
98.2,36.07443586,-79.7751095,149
98.3,36.07443542,-79.77510588,149
98.4,36.07443501,-79.77510227,149
98.5,36.07443464,-79.77509876,149
98.6,36.07443431,-79.7750954,149
98.7,36.07443402,-79.7750922,149
98.8,36.07443376,-79.77508916,149
98.9,36.07443352,-79.77508624,149
99,36.0744333,-79.77508342,149
99.1,36.07443309,-79.7750806,149
99.2,36.07443288,-79.77507771,149
99.3,36.07443268,-79.77507473,149
99.4,36.07443247,-79.77507161,149
99.5,36.07443226,-79.77506835,149
99.6,36.07443204,-79.77506495,149
99.7,36.0744318,-79.77506148,149
99.8,36.07443156,-79.77505796,149
99.9,36.07443131,-79.7750544,149
100,36.07443107,-79.77505084,149
100.1,36.07443084,-79.77504729,149
100.2,36.07443064,-79.77504375,149
100.3,36.07443047,-79.77504021,149
100.4,36.07443032,-79.77503668,149
100.5,36.07443021,-79.77503317,149
100.6,36.07443013,-79.77502967,149
100.7,36.07443007,-79.7750262,149
100.8,36.07443002,-79.77502278,149
100.9,36.07442998,-79.77501941,149
101,36.07442997,-79.77501612,149
101.1,36.07443,-79.77501295,149
101.2,36.07443008,-79.77500989,149
101.3,36.07443021,-79.77500696,149
101.4,36.0744304,-79.77500417,149
101.5,36.0744307,-79.77500152,149
101.6,36.07443112,-79.77499902,149
101.7,36.07443162,-79.7749966,149
101.8,36.07443221,-79.77499425,149
101.9,36.07443288,-79.77499196,149
102,36.07443364,-79.77498969,149
102.1,36.07443448,-79.77498744,149
102.2,36.07443538,-79.77498522,149
102.3,36.07443633,-79.77498305,149
102.4,36.07443735,-79.77498093,149
102.5,36.07443844,-79.77497889,149
102.6,36.07443961,-79.77497697,149
102.7,36.07444084,-79.77497514,149
102.8,36.07444214,-79.77497342,149
102.9,36.07444351,-79.7749718,149
103,36.07444493,-79.77497029,149
103.1,36.07444641,-79.77496886,149
103.2,36.07444792,-79.77496749,149
103.3,36.07444944,-79.77496617,149
103.4,36.07445094,-79.77496488,149
103.5,36.07445241,-79.77496358,149
103.6,36.07445378,-79.77496227,149
103.7,36.07445507,-79.77496096,149
103.8,36.07445625,-79.77495967,149
103.9,36.0744573,-79.7749584,149
104,36.07445822,-79.7749572,149
104.1,36.07445908,-79.77495601,149
104.2,36.07445989,-79.77495484,149
104.3,36.07446077,-79.77495357,149
104.4,36.07446184,-79.77495206,149
104.5,36.0744632,-79.77495024,149
104.6,36.07446481,-79.77494811,149
104.7,36.07446679,-79.77494563,149
104.8,36.07446898,-79.77494297,149
104.9,36.07447125,-79.77494024,149
105,36.07447409,-79.77493705,149
105.1,36.07447694,-79.77493386,149
105.2,36.07448009,-79.7749305,149
105.3,36.07448352,-79.77492701,149
105.4,36.07448715,-79.77492348,149
105.5,36.07449104,-79.77491986,149
105.6,36.07449512,-79.77491629,149
105.7,36.07449934,-79.7749126,149
105.8,36.07450369,-79.77490874,149
105.9,36.07450816,-79.77490464,149
106,36.07451273,-79.7749002,149
106.1,36.07451735,-79.77489532,149
106.2,36.07452195,-79.77489007,149
106.3,36.07452651,-79.77488443,149
106.4,36.07453099,-79.77487841,149
106.5,36.0745353,-79.77487199,149
106.6,36.07453941,-79.77486518,149
106.7,36.07454332,-79.77485806,149
106.8,36.07454704,-79.77485064,149
106.9,36.07455054,-79.77484292,149
107,36.07455381,-79.77483484,149
107.1,36.07455683,-79.77482639,149
107.2,36.07455967,-79.77481757,149
107.3,36.07456232,-79.77480838,149
107.4,36.07456478,-79.77479882,149
107.5,36.07456703,-79.77478885,149
107.6,36.07456907,-79.77477851,149
107.7,36.07457095,-79.77476793,149
107.8,36.07457266,-79.77475715,149
107.9,36.07457421,-79.77474621,149
108,36.0745756,-79.77473517,149
108.1,36.07457683,-79.77472409,149
108.2,36.07457795,-79.77471297,149
108.3,36.07457899,-79.77470184,149
108.4,36.07457998,-79.77469069,149
108.5,36.07458096,-79.77467956,149
108.6,36.07458201,-79.77466845,149
108.7,36.07458321,-79.77465738,149
108.8,36.0745846,-79.77464636,149
108.9,36.07458626,-79.7746354,149
109,36.07458832,-79.77462456,149
109.1,36.07459083,-79.77461387,149
109.2,36.07459376,-79.77460331,149
109.3,36.07459711,-79.77459293,149
109.4,36.07460089,-79.77458275,149
109.5,36.07460513,-79.77457285,149
109.6,36.07460981,-79.77456329,149
109.7,36.07461483,-79.77455406,149
109.8,36.07462018,-79.77454519,149
109.9,36.07462584,-79.77453667,149
110,36.07463185,-79.77452862,149
110.1,36.07463818,-79.77452097,149
110.2,36.07464477,-79.77451365,149
110.3,36.0746516,-79.7745066,149
110.4,36.07465866,-79.7744998,149
110.5,36.07466594,-79.77449323,149
110.6,36.07467342,-79.77448686,149
110.7,36.07468103,-79.77448067,149
110.8,36.07468877,-79.77447468,149
110.9,36.07469663,-79.77446893,149
111,36.07470461,-79.77446354,149
111.1,36.07471271,-79.7744586,149
111.2,36.07472089,-79.77445413,149
111.3,36.07472914,-79.77445018,149
111.4,36.07473744,-79.77444678,149
111.5,36.07474574,-79.77444407,149
111.6,36.074754,-79.77444203,149
111.7,36.07476218,-79.77444055,149
111.8,36.07477024,-79.7744396,149
111.9,36.0747777,-79.77443917,149
112,36.07478154,-79.77443925,149
112.1,36.07478539,-79.77443933,149
112.2,36.07478914,-79.77443963,149
112.3,36.07479284,-79.77444006,149
112.4,36.07479795,-79.77444088,149
112.5,36.07481298,-79.77444559,149
112.6,36.07482439,-79.77445252,149
112.7,36.07483188,-79.77445887,149
112.8,36.07483717,-79.77446436,149
112.9,36.0748421,-79.77447033,149
113,36.07484657,-79.77447668,149
113.1,36.07485057,-79.7744833,149
113.2,36.07485411,-79.77449007,149
113.3,36.07485718,-79.77449697,149
113.4,36.07485977,-79.77450398,149
113.5,36.07486177,-79.77451107,149
113.6,36.07486318,-79.77451821,149
113.7,36.07486408,-79.77452533,149
113.8,36.07486447,-79.77453242,149
113.9,36.07486435,-79.77453945,149
114,36.07486364,-79.77454631,149
114.1,36.07486238,-79.77455297,149
114.2,36.07486063,-79.77455944,149
114.3,36.07485845,-79.77456567,149
114.4,36.07485589,-79.77457162,149
114.5,36.07485297,-79.77457718,149
114.6,36.07484964,-79.7745824,149
114.7,36.07484593,-79.77458715,149
114.8,36.07484202,-79.77459164,149
114.9,36.07483803,-79.77459602,149
115,36.07483347,-79.7745996,149
115.1,36.0748289,-79.77460318,149
115.2,36.07482406,-79.77460632,149
115.3,36.07481897,-79.774609,149
115.4,36.07481375,-79.77461126,149
115.5,36.07480834,-79.77461305,149
115.6,36.07480279,-79.77461433,149
115.7,36.07479728,-79.77461499,149
115.8,36.07479184,-79.774615,149
115.9,36.07478646,-79.77461438,149
116,36.07478123,-79.77461299,149
116.1,36.0747762,-79.77461088,149
116.2,36.07477139,-79.7746082,149
116.3,36.07476682,-79.77460497,149
116.4,36.07476253,-79.77460124,149
116.5,36.07475864,-79.774597,149
116.6,36.07475516,-79.77459231,149
116.7,36.07475207,-79.77458728,149
116.8,36.07474938,-79.77458196,149
116.9,36.0747471,-79.77457637,149
117,36.0747453,-79.77457053,149
117.1,36.07474399,-79.77456455,149
117.2,36.0747431,-79.77455842,149
117.3,36.07474263,-79.77455218,149
117.4,36.07474259,-79.7745459,149
117.5,36.0747431,-79.77453962,149
117.6,36.07474413,-79.77453343,149
117.7,36.07474563,-79.77452737,149
117.8,36.07474759,-79.7745215,149
117.9,36.07474999,-79.77451584,149
118,36.0747529,-79.77451051,149
118.1,36.07475627,-79.77450553,149
118.2,36.07475999,-79.77450086,149
118.3,36.07476405,-79.7744965,149
118.4,36.07476841,-79.77449241,149
118.5,36.07477309,-79.77448861,149
118.6,36.07477804,-79.77448499,149
118.7,36.07478318,-79.77448145,149
118.8,36.07478849,-79.77447793,149
118.9,36.07479396,-79.7744744,149
119,36.07479957,-79.77447078,149
119.1,36.07480531,-79.77446707,149
119.2,36.07481117,-79.77446331,149
119.3,36.07481715,-79.7744595,149
119.4,36.07482326,-79.77445569,149
119.5,36.07482954,-79.7744519,149
119.6,36.074836,-79.77444817,149
119.7,36.07484261,-79.77444451,149
119.8,36.07484937,-79.77444091,149
119.9,36.07485628,-79.77443736,149
120,36.07486334,-79.77443387,149
